dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,0,1531274307.56,2,4
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,0,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,0,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,0,1531274409.35,3,4
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,0,1531274497.25,9,11
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,0,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,0,1531274593.28,9,9
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,0,0,0,5,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,0,0,0,4,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,0,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,1,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,1,1531274320.54,4,8
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,1,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,1,1531273851.33,2,11
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,1,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,1,1531273841.87,1,8
5,1,1531274509.24,7,8
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,1,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,1,1531274605.26,8,8
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,1,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,1,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,2,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,2,1531273878.22,1,6
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,2,1531274394.44,8,13
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,2,1531274419.62,7,7
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,2,0,0,9,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,2,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,2,0,0,9,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,2,0,0,8,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,2,1531273910.54,2,8
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,2,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,3,0,0,8,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,3,1531274329.91,8,12
1,3,1531273961.48,3,12
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,3,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,3,1531274424.05,7,9
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,3,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,3,0,0,12,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,3,1531273937.51,3,10
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,3,1531273932.68,2,8
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,3,0,0,5,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,3,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,4,1531273972.55,1,7
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,4,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,4,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,4,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,4,1531273992.69,2,7
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,4,0,0,5,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,4,1531274575.75,6,6
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,4,1531274006.88,2,11
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,4,0,0,9,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,4,0,0,12,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,5,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,1,5,0,0,8,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,2,5,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,3,5,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,4,5,0,0,8,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,5,5,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,6,5,0,0,10,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,7,5,0,0,6,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,8,5,0,0,7,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,9,5,0,0,9,
10,10,200,10,100.0,29.4117647059,0.01,0.034,0,0,6,1531274074.84,2,7
0,6,1531274282.09,3,7
