dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,29.4117647059,0.01,0.034,0,0,5,198.197977079,21.0804114774,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,1,0,11,111.153766984,27.3205893065,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,2,0,11,96.0020625478,21.363911789,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,3,0,5,250.040735438,27.8756087904,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,4,0,12,67.1099390263,23.1339180359,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,5,0,11,75.6850903961,21.5097680451,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,6,0,11,60.8952520188,37.9971799118,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,7,0,5,191.711374839,33.2029396479,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,8,0,7,146.776765278,22.5019039708,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,9,0,7,108.680501293,42.6677820801,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,0,1,8,93.876048155,60.0926718348,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,1,1,9,96.8843466318,33.0313982199,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,2,1,8,109.599290447,22.6832598377,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,3,1,12,71.9764992621,32.4943772429,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,4,1,6,143.159248515,37.8146223197,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,5,1,11,69.7605661096,29.9345809524,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,6,1,7,145.315764493,20.8951251176,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,7,1,10,96.101162219,25.8737279552,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,8,1,7,139.813307852,20.4422899908,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,9,1,7,151.233956603,24.2365717912,902.169635867,264.438632925
10,10,100.0,29.4117647059,0.01,0.034,0,2,10,97.5245087562,15.4520058649,902.169635867,264.438632925
