dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,0,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,0,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,0,0,0,11,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,0,1531305236.65,1,10
3,0,1531305249.59,1,10
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,0,0,0,12,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,0,0,0,5,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,0,0,0,12,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,0,1531305866.54,4,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,0,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,0,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,1,0,0,6,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,1,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,1,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,1,0,0,13,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,1,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,1,1531305763.23,3,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,1,1531305376.96,2,5
6,1,1531305795.01,5,5
6,1,1531305881.19,6,5
6,1,1531305903.81,6,5
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,1,1531305801.26,9,11
7,1,1531305835.78,9,11
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,1,1531305831.03,5,6
8,1,1531305843.74,5,6
8,1,1531305855.95,5,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,1,1531305504.5,5,12
9,1,1531305520.34,5,12
9,1,1531305534.81,5,12
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,2,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,2,0,0,11,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,2,0,0,12,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,2,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,2,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,2,1531305314.5,3,6
5,2,1531305326.92,3,6
5,2,1531305340.84,3,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,2,1531305345.48,1,6
6,2,1531305934.09,6,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,2,1531306130.76,8,6
7,2,1531306155.28,9,6
7,2,1531305674.62,5,6
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,2,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,2,1531305487.23,4,7
9,2,1531305540.58,4,7
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,3,0,0,5,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,3,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,3,0,0,3,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,3,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,3,0,0,7,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,3,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,3,0,0,5,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,3,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,3,1531306167.07,7,7
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,3,1531305545.32,2,5
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,4,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,4,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,4,0,0,12,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,4,0,0,7,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,4,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,4,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,4,0,0,6,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,4,0,0,12,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,4,0,0,11,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,4,1531306180.8,3,3
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,5,0,0,7,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,5,0,0,14,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,5,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,5,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,5,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,5,0,0,5,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,5,1531305615.0,6,12
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,5,0,0,11,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,5,1531306047.15,6,7
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,5,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,6,0,0,7,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,6,0,0,11,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,6,0,0,6,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,6,0,0,14,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,6,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,6,0,0,9,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,6,0,0,6,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,7,6,1531305961.94,6,7
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,8,6,0,0,10,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,9,6,0,0,6,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,0,7,0,0,13,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,1,7,0,0,7,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,2,7,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,3,7,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,4,7,0,0,5,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,5,7,0,0,8,
10,10,974.592770203,10,100.0,29.4117647059,0.01,0.034,0,6,7,0,0,7,
