dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,83.3333333333,0.01,0.012,0,0,4,209.604619352,80.2894505346,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,0,8,63.0624230007,71.3979785186,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,0,6,83.6919515222,114.173727655,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,0,10,85.4764907745,33.1559918119,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,0,5,154.512536999,129.358417458,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,0,6,76.3496573512,107.331078571,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,0,8,70.7417993864,68.4348329406,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,7,0,5,132.888615501,94.8129497668,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,8,0,6,130.504533333,82.5747613855,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,9,0,6,118.813948744,71.0523779771,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,0,1,8,51.7861916513,81.9421044842,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,1,7,37.5740028431,129.51822949,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,1,7,91.4500888723,68.2135651364,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,1,7,88.4468976894,98.8334664394,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,1,9,89.5114791132,46.7639061712,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,1,5,130.711313691,89.7493101139,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,1,7,93.6583550995,62.2469453573,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,7,1,4,239.768331603,52.7138293216,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,8,1,5,49.0145417644,165.032986392,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,9,1,7,93.2985978563,74.985496642,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,0,2,7,64.8736027926,103.317764526,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,2,9,69.8348330203,50.0069317546,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,2,6,140.634059298,97.015982069,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,2,5,126.886675951,86.4055674133,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,2,6,113.101972224,84.0792346652,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,2,8,33.9892150689,108.135646155,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,2,6,77.3406088733,150.951604252,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,7,2,5,127.459160322,120.153087196,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,8,2,5,181.695416342,74.4813602833,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,9,2,7,66.4487520926,88.7753168033,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,0,3,4,228.295265794,129.321123934,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,3,7,115.727290808,51.3880319052,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,3,10,52.6372336086,61.0879203371,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,3,7,75.1922684936,78.7275161675,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,3,11,32.3395706154,70.5955827898,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,3,6,62.8423980391,159.0460034,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,3,4,77.0182660259,224.781985119,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,7,3,5,168.447905437,73.4277171662,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,8,3,9,58.6692233711,82.784544748,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,9,3,5,155.271654781,55.845647838,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,0,4,8,93.5195791163,82.6747302401,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,4,5,108.2053051,129.329058913,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,4,9,65.5040144132,62.1534412609,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,4,8,58.6631588968,78.3369669934,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,4,5,130.217892408,90.0853704237,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,4,6,109.561050988,95.8732739979,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,4,5,155.327061813,54.8785922505,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,7,4,5,97.1845400305,147.320643164,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,8,4,8,87.2259128506,46.4893369563,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,9,4,5,62.9225203646,149.679132234,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,0,5,9,45.0745578079,80.1311549587,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,1,5,5,110.829220887,123.329905597,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,2,5,4,213.555992276,69.9624991214,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,3,5,7,52.1192024421,100.305885978,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,4,5,5,80.5165705938,142.765021862,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,5,5,7,64.3389843533,96.3847549971,630.842686714,548.346493564
10,10,100.0,83.3333333333,0.01,0.012,6,5,8,86.8653045404,47.430703547,630.842686714,548.346493564
