dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,2,0,0,10,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,2,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,2,1531296924.7,1,7
2,2,1531296938.31,1,7
2,2,1531296951.84,1,7
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,2,1531297126.44,3,7
3,2,1531297148.13,3,7
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,2,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,2,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,2,1531297108.68,2,8
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,2,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,2,1531297288.14,6,8
8,2,1531297311.42,6,8
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,2,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,3,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,3,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,3,1531297171.15,3,7
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,3,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,3,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,3,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,3,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,3,1531297519.73,8,8
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,3,1531297809.7,3,3
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,3,1531297376.07,2,6
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,4,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,4,0,0,13,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,4,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,4,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,4,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,4,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,4,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,4,0,0,12,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,4,1531297298.92,5,6
8,4,1531297323.95,5,6
8,4,1531297364.26,5,6
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,4,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,5,0,0,13,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,5,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,5,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,5,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,5,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,5,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,5,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,5,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,5,1531297358.31,4,7
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,5,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,6,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,6,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,6,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,6,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,6,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,6,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,6,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,6,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,6,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,6,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,7,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,7,0,0,11,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,7,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,7,0,0,10,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,7,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,7,0,0,10,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,7,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,7,0,0,4,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,7,0,0,11,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,7,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,8,0,0,5,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,8,0,0,11,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,8,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,8,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,8,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,8,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,8,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,8,0,0,6,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,8,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,8,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,0,9,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,1,9,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,2,9,0,0,9,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,3,9,0,0,5,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,4,9,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,5,9,0,0,12,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,6,9,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,7,9,0,0,8,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,8,9,0,0,7,
10,10,974.592770203,10,100.0,41.6666666667,0.01,0.024,0,9,9,0,0,7,
