dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,0,0,1531283254.04,1,4
0,0,1531283268.23,2,4
0,0,1531283304.58,2,4
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,1,0,0,0,4,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,2,0,1531283226.77,1,3
2,0,1531283352.11,2,3
2,0,1531283620.32,3,3
2,0,1531283634.01,3,3
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,3,0,1531283626.56,3,5
3,0,1531283641.46,3,5
3,0,1531283654.44,4,5
3,0,1531283746.65,5,5
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,4,0,0,0,5,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,5,0,1531283666.93,3,2
5,0,1531283679.6,3,2
5,0,1531283692.39,3,2
5,0,1531283757.44,3,2
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,6,0,1531283671.75,1,3
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,7,0,1531283766.5,2,3
7,0,1531283778.58,2,3
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,8,0,0,0,6,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,9,0,0,0,6,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,0,1,0,0,4,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,1,1,1531283283.43,1,5
1,1,1531283318.97,1,5
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,2,1,0,0,5,
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,3,1,1531283327.63,1,2
3,1,1531283339.83,1,2
3,1,1531283365.5,1,2
3,1,1531283712.82,1,2
3,1,1531283726.42,1,2
3,1,1531283742.13,1,2
10,10,974.592770203,10,100.0,125.0,0.01,0.008,0,4,1,1531283332.16,1,4
4,1,1531283706.59,2,4
