dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,1,7,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,2,7,1531302887.58,7,9
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,3,7,0,0,6,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,4,7,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,5,7,0,0,7,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,6,7,0,0,8,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,7,7,0,0,5,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,8,7,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,9,7,0,0,5,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,0,8,1531302940.4,6,6
0,8,1531302956.24,7,6
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,1,8,1531302962.31,7,8
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,2,8,1531302981.91,9,9
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,3,8,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,4,8,1531303041.33,10,10
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,5,8,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,6,8,0,0,8,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,7,8,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,8,8,0,0,7,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,9,8,0,0,7,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,0,9,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,1,9,0,0,12,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,2,9,1531302987.76,8,8
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,3,9,0,0,14,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,4,9,0,0,8,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,5,9,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,6,9,0,0,8,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,7,9,0,0,9,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,8,9,0,0,7,
10,10,974.592770203,10,100.0,31.25,0.01,0.032,0,9,9,0,0,7,
