dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,45.4545454545,0.01,0.022,0,0,7,119.63958725,28.9877928853,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,1,0,5,151.09849877,86.9914596505,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,2,0,9,105.94266834,29.5640887571,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,3,0,8,103.617505195,48.7792072333,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,4,0,9,84.8503355944,35.7279548961,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,5,0,9,88.964942879,29.4981544981,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,6,0,10,73.3024522555,38.3002803587,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,7,0,9,81.943052626,34.3158303901,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,8,0,9,79.921106269,42.5110081052,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,9,0,7,156.23047875,66.8878388744,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,0,1,4,199.029147512,91.2171661155,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,1,1,8,132.363068603,35.3682229083,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,2,1,8,96.300121755,52.3031046101,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,3,1,5,231.766807326,24.1540067002,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,4,1,5,146.213501674,66.4288556687,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,5,1,13,44.1013780548,43.5304249672,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,6,1,10,64.6775391822,41.3675213207,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,7,1,8,88.2979814516,50.1157098797,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,8,1,10,72.5618057568,43.0984462766,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,9,1,6,137.325997507,66.3235354462,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,0,2,8,81.6606199923,49.3732934078,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,1,2,8,86.2797143592,49.4413051168,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,2,2,8,96.9505714854,57.4979190456,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,3,2,8,75.0162338437,61.9167464869,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,4,2,7,92.9463050079,58.9940523427,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,5,2,8,55.6660825899,78.7440897971,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,6,2,12,60.9309853046,34.8021130717,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,7,2,8,102.774196518,31.6119319459,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,8,2,7,103.608991821,55.7375149247,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,9,2,6,133.284617642,46.7488720857,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,0,3,10,67.1584409641,42.0132583815,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,1,3,11,54.7389645609,53.4259461576,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,2,3,8,98.7973299773,32.1993559492,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,3,3,8,103.533051606,26.4517169991,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,4,3,8,79.8438904541,61.6494288813,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,5,3,12,64.7376392032,35.3573039324,775.444655669,362.727058345
10,10,100.0,45.4545454545,0.01,0.022,6,3,9,96.6790822221,24.1878077255,775.444655669,362.727058345
