dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,33.3333333333,0.01,0.03,0,0,11,80.6852618787,22.3986270362,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,1,0,7,176.770829388,8.6071635854,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,2,0,5,160.403972404,59.9182145608,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,3,0,6,147.938717626,30.2193550568,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,4,0,7,142.886698082,15.047859305,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,5,0,14,58.3147172358,28.0146235122,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,6,0,11,81.4115846954,32.635416674,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,7,0,10,87.6257305504,35.5918750316,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,8,0,6,94.5426939192,83.7532667061,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,9,0,12,70.6579124082,20.6035018218,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,0,1,12,81.0234614867,27.5800976176,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,1,1,10,60.588233056,49.1046836734,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,2,1,7,139.546031768,26.8216439302,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,3,1,1,1193.59815675,44.3430217795,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,4,1,10,83.184777049,26.4243902586,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,5,1,11,83.9430501349,22.9153250227,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,6,1,10,72.215051563,47.2036742346,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,7,1,12,69.4850883053,25.9048012876,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,8,1,7,150.939226715,21.1960069198,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,9,1,11,78.2291612642,19.3558846263,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,0,2,10,80.0338910451,31.7816307711,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,1,2,8,99.9389218434,51.0969250795,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,2,2,5,179.463121841,51.4557839836,872.320040576,298.087596728
10,10,100.0,33.3333333333,0.01,0.03,3,2,10,66.7429902201,50.8115628035,872.320040576,298.087596728
