dim_col,dim_row,round,drone_speed,sec_Buf,sec_Dur,lam_Buf,lam_Dur,random,col,row,time,event_id,mssd_evnts
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,0,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,0,1531280161.51,1,8
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,0,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,0,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,0,0,0,12,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,0,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,0,0,0,11,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,0,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,0,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,0,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,1,1531280123.35,1,8
0,1,1531280148.83,1,8
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,1,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,1,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,1,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,1,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,1,0,0,5,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,1,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,1,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,1,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,1,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,2,1531280697.53,2,4
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,2,1531280134.23,1,6
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,2,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,2,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,2,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,2,0,0,5,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,2,0,0,12,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,2,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,2,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,2,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,3,0,0,11,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,3,1531280711.42,8,9
1,3,1531280725.12,8,9
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,3,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,3,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,3,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,3,0,0,11,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,3,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,3,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,3,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,3,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,4,1531280337.59,2,5
0,4,1531280688.17,4,5
0,4,1531280748.88,5,5
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,4,1531280320.78,2,6
1,4,1531280743.64,6,6
1,4,1531280780.9,6,6
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,4,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,4,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,4,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,4,0,0,5,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,4,0,0,8,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,4,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,4,0,0,11,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,4,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,5,0,0,5,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,5,1531280773.85,5,6
1,5,1531280788.05,5,6
1,5,1531280802.46,5,6
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,5,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,5,0,0,5,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,5,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,5,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,5,0,0,4,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,5,0,0,4,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,5,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,5,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,6,1531280349.59,2,7
0,6,1531280364.48,2,7
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,6,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,6,1531280828.13,8,10
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,6,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,6,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,6,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,6,6,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,7,6,0,0,6,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,8,6,0,0,10,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,9,6,0,0,12,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,0,7,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,1,7,1531280397.6,5,8
1,7,1531280421.88,5,8
1,7,1531280446.65,5,8
1,7,1531280549.14,7,8
1,7,1531280614.19,7,8
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,2,7,1531280415.33,4,10
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,3,7,0,0,7,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,4,7,0,0,9,
10,10,974.592770203,10,100.0,33.3333333333,0.01,0.03,0,5,7,0,0,6,
