dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,41.6666666667,0.01,0.024,0,0,8,101.515851022,49.6549582059,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,0,7,122.96528327,30.7640736921,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,0,13,52.0397072763,30.5372707338,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,0,8,75.1931744015,67.2098216687,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,0,9,91.4217860905,39.4007994632,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,0,8,159.923811736,17.2699724336,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,0,5,172.799940848,52.1664085597,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,0,8,101.709976451,53.5869850157,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,0,7,132.504301337,28.4379134657,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,0,5,199.648544913,46.8187120342,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,1,8,95.0143519737,54.7766298461,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,1,7,169.323147505,34.6642515925,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,1,9,98.833768739,28.8991400018,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,1,9,125.313196964,32.4095244174,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,1,7,176.199923976,42.6518641745,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,1,7,124.770260874,39.1789260547,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,1,4,254.750253416,17.3266285911,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,1,8,77.8760683116,59.4381634752,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,1,11,72.814622947,25.0674363903,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,1,11,55.1557461778,48.8671185607,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,2,7,116.861323456,48.0939090901,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,2,9,104.857664557,30.33908931,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,2,5,139.585999107,70.5959982174,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,2,7,104.692912709,59.238721533,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,2,7,146.194745318,52.2475484102,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,2,8,105.160346743,35.1445192508,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,2,11,108.163112637,28.1447975897,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,2,9,90.3677631011,43.9958929177,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,2,14,63.4133068106,24.771281616,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,2,9,97.8880160191,41.6159917898,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,3,11,70.0361612659,36.8510216372,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,3,10,61.0750450907,46.3739101116,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,3,8,114.583349936,32.0772388854,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,3,14,68.6484957623,19.7934127122,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,3,7,116.913528144,34.5993293158,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,3,9,97.8315146606,25.9560083284,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,3,10,72.52268767,44.3065974955,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,3,10,66.7191384446,42.8719344062,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,3,9,85.8642997465,31.3532059568,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,3,7,120.896827219,29.2052052724,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,4,10,72.3464312179,55.6589338629,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,4,6,161.643549678,35.7488109523,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,4,5,153.246002693,64.2133640723,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,4,10,112.90770185,31.998731688,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,4,9,100.315459929,20.2647969691,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,4,14,102.012784092,23.7602739533,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,4,8,95.9531497175,49.4384646275,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,4,10,81.734124124,25.2771052826,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,4,10,66.8340341303,46.3284277848,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,4,6,178.095899421,24.0940010615,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,5,9,94.5747600567,47.7317041059,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,5,9,92.701066892,44.0695138155,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,5,4,178.09635267,106.026344664,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,5,8,83.0216895914,54.3461986469,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,5,14,46.9532665584,32.4613962611,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,5,13,48.5499398855,34.5844030146,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,6,5,10,76.4389211709,35.1550903453,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,7,5,14,46.6023154271,32.6316656368,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,8,5,6,126.541619404,49.2351710165,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,9,5,8,99.1367447471,33.1762114078,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,0,6,6,126.448661203,51.0859143933,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,1,6,12,66.9652279428,34.1190407378,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,2,6,10,48.8210716188,71.2134407171,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,3,6,8,111.689286907,33.2426412888,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,4,6,8,81.4476715219,51.6199184549,836.091457202,339.499320769
10,10,100.0,41.6666666667,0.01,0.024,5,6,10,73.6685474218,35.8965196177,836.091457202,339.499320769
