dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,38.4615384615,0.01,0.026,0,0,6,119.772879291,75.5651845988,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,0,7,124.273108157,36.791348679,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,0,9,124.053166473,28.1645169579,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,0,8,124.471606744,27.7083119184,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,0,6,182.53922503,28.7554643309,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,0,6,128.627698543,48.6561237503,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,0,9,73.4967381885,53.3891302964,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,0,9,81.3576506774,48.9484438252,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,0,6,162.752463808,23.8970460457,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,0,7,159.137466159,30.1841076912,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,1,9,99.5021282827,16.924490026,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,1,7,134.919886769,19.0399012469,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,1,8,92.7575046494,52.4835568397,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,1,10,72.5206902035,38.079195435,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,1,7,165.866383131,34.2703913814,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,1,6,171.682965223,20.8176389393,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,1,7,106.829489476,45.3478669096,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,1,8,90.4564479911,45.3606670702,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,1,9,88.8444050148,42.2807748925,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,1,8,94.7680275266,43.3653421226,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,2,7,109.234439405,59.0087607273,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,2,11,65.4642297826,36.2294499771,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,2,10,70.0031376424,34.7362930076,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,2,8,118.994673226,22.463076041,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,2,9,88.1225639467,43.1208782985,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,2,8,111.169124289,38.2778772284,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,2,12,60.0485562912,30.0663683092,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,2,8,95.7301674999,38.8275042985,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,2,6,167.529310379,23.6162387966,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,2,9,122.884969734,43.9597957649,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,3,7,134.140407079,42.536341164,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,3,8,111.719203892,27.2583924562,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,3,7,141.191944385,16.3856974257,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,3,7,113.80914513,37.3959882028,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,3,11,90.5541101201,32.3709024946,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,3,6,127.691275169,51.5537903287,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,3,10,58.3330780776,52.7749725224,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,3,7,113.914239083,35.9149898773,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,3,9,85.2293199316,31.8325939439,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,3,10,96.65771131,11.9340187271,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,4,8,112.614256219,34.7142880828,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,4,8,91.2184255382,52.8492982265,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,4,7,112.762347712,36.8506024522,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,4,9,92.2497129488,34.4864302033,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,4,8,151.445701752,33.5976860315,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,4,9,90.5862041516,41.5506568064,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,4,12,61.2451074594,27.1886796935,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,4,8,93.3766987244,41.8835273464,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,4,8,108.686062126,33.7853207224,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,4,7,142.506748323,34.5130752535,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,5,7,133.282837359,38.5615260776,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,5,11,76.3247247327,27.9621583688,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,5,10,60.849472398,51.7546561978,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,5,9,83.4794544113,34.1604212297,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,5,12,58.3075553565,34.8988675679,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,5,9,46.3017443935,73.8040454905,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,5,8,89.5808808357,42.038090399,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,5,11,76.5735564407,32.459371721,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,5,15,63.3378305254,19.1515599324,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,5,7,67.5256080856,97.8834697403,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,6,8,83.9467616953,54.5063470975,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,6,5,209.569604567,36.684940959,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,6,8,105.036500954,31.3126514424,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,6,8,148.891505026,53.9003527151,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,6,5,203.925677034,45.3322745446,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,6,9,71.8265159814,45.9601754191,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,6,9,100.788487324,36.2033294133,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,6,11,71.3387119012,31.3476837192,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,6,11,93.1958619638,15.4967459354,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,6,8,94.7693166556,37.1722406196,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,7,6,134.847959582,87.7311560478,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,7,7,132.459279361,39.9894190902,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,7,7,98.092125518,56.9726599671,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,7,8,107.75133755,28.6807907955,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,7,12,88.53077994,40.3894612818,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,5,7,7,118.459453155,48.4557511207,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,6,7,10,49.6917127695,61.4995322894,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,7,7,10,76.8917065936,36.5305002226,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,8,7,5,147.982811854,60.1572875676,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,9,7,10,51.358018559,56.2084741972,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,0,8,8,122.990218387,42.46668966,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,1,8,12,131.372857126,16.4389301119,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,2,8,6,191.74119534,10.9523001467,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,3,8,10,95.5582447227,16.3730428678,840.782082362,321.710621318
10,10,100.0,38.4615384615,0.01,0.026,4,8,7,96.5564981009,79.6016520858,840.782082362,321.710621318
