dim_column,dim_row,buffer_seconds,duration_seconds,buffer_lambda,duration_lambda,column,row,max_id,average_buffer_time,average_duration_time,total_board_avg_buf,total_board_avg_dur
10,10,100.0,125.0,0.01,0.008,0,0,4,169.885157903,214.995511518,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,0,7,73.5356336671,88.9247817132,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,0,7,57.6293954901,138.18268265,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,0,4,190.773772066,93.8579155425,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,0,7,92.5835887616,183.002075217,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,0,5,35.1501820822,202.321376075,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,0,6,99.4993003482,79.7377544608,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,0,7,63.1502235486,87.3123404432,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,0,5,72.3589333856,170.256012334,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,0,4,51.0967450471,239.724914844,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,1,4,119.13135521,190.812578372,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,1,4,75.7536937061,420.864814522,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,1,3,69.1869377077,344.928939934,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,1,6,190.509817148,76.6108973789,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,1,6,124.946602711,63.5810344,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,1,4,164.644083726,145.427541123,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,1,5,105.525975827,146.110875238,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,1,6,117.088110673,96.2329673328,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,1,7,105.4918932,54.9669009167,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,1,4,84.7030776653,214.605726741,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,2,7,92.1586491524,77.4447143847,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,2,5,96.8845316612,123.644490857,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,2,4,153.523453034,207.359498969,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,2,7,54.1922797701,112.301547414,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,2,7,78.7591856491,86.4577896624,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,2,5,135.881015012,79.9186894785,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,2,7,75.6424632252,74.120860854,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,2,2,219.103056446,332.885896164,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,2,4,242.383805143,89.9043273613,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,2,3,295.761265423,104.555975488,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,3,7,107.936881556,65.1205576809,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,3,5,93.9938095284,124.944353998,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,3,5,162.242242627,83.1148841082,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,3,6,98.8992103545,108.985803849,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,3,8,85.3871288183,90.7844562697,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,3,5,75.360294051,143.083545469,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,3,5,88.2177698634,130.657926745,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,3,5,103.79650402,111.024501639,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,3,4,186.186578681,89.6423342908,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,3,3,58.9576367743,300.734833747,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,4,4,43.2985234162,269.622257098,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,4,3,92.125119987,340.309453526,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,4,5,68.2763912783,181.600267713,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,4,3,100.657876297,284.566986264,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,4,4,141.913761091,182.26659312,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,4,5,64.2369094301,189.528928342,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,4,3,151.650760625,284.677536455,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,4,2,472.663607567,123.104148644,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,4,9,75.5787147671,54.7222741417,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,4,7,98.4437574026,54.274801004,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,5,6,95.8924550999,102.994956454,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,5,3,164.66292974,208.639628275,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,5,9,56.3974388877,65.8275231913,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,5,7,58.070282209,95.3881105748,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,5,6,76.6799144588,121.210105433,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,5,6,23.2158030813,156.28353709,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,5,6,89.5730140921,88.634273055,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,5,4,81.3769764473,230.869959691,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,5,4,255.930675002,91.6137467107,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,5,6,105.075748805,79.638517404,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,6,3,151.520264009,209.077700626,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,6,7,69.1863473383,119.822643796,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,6,6,35.8007220443,140.031492361,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,6,10,44.7704251697,77.8392773789,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,6,3,124.11193186,261.727963036,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,6,5,59.3711958053,171.951235131,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,6,6,9,74.8761309124,50.8250574376,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,7,6,4,182.518956739,80.5489807638,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,8,6,5,59.9191959065,209.961992865,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,9,6,7,83.5402742192,80.790839248,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,0,7,6,47.2694444167,129.047502301,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,1,7,7,60.5135417109,121.998498629,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,2,7,5,133.910499793,126.193502098,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,3,7,5,98.7136947106,124.922244991,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,4,7,5,131.903705105,99.5356147581,533.970297515,680.420403182
10,10,100.0,125.0,0.01,0.008,5,7,3,118.607035635,232.8849088,533.970297515,680.420403182
